0,1,2,3
0.3868631,0.5400165,0.47438988,0.537782
0.3898444,0.5323891,0.4859515,0.53158474
0.38696134,0.539923,0.4829305,0.54139954
0.39465263,0.5514435,0.4942293,0.5528396
0.38966778,0.5441073,0.48837817,0.54130286
0.40013,0.5347125,0.48815167,0.5357962
0.3950087,0.54017425,0.4951485,0.5399728
0.38522413,0.53024703,0.505361,0.5277883
0.3868151,0.52289546,0.49999142,0.52053595
0.38428545,0.52829427,0.488675,0.5238373
0.3855977,0.52477527,0.49205545,0.52355844
0.39756772,0.5229854,0.50319195,0.52485824
0.41618252,0.5288296,0.5043179,0.5366297
0.42275563,0.519551,0.50012153,0.530302
0.42866075,0.5156686,0.50126827,0.52489483
0.4352572,0.52851725,0.49986342,0.5372421
0.44409928,0.5267592,0.4894109,0.5386198
0.4488745,0.52959186,0.4828868,0.541515
0.45868006,0.53517264,0.49035546,0.5484064
0.4535588,0.5549018,0.50842637,0.5652341
0.45406964,0.5532714,0.4998796,0.564609
0.45947364,0.553778,0.49711978,0.5635467
0.46031046,0.559017,0.49833465,0.56924486
0.4628702,0.5623047,0.50569326,0.5719599
0.46926773,0.5729969,0.51028085,0.5827995
0.47055778,0.57694924,0.5045683,0.5854421
0.4762703,0.57387453,0.499831,0.584528
0.47225484,0.56330943,0.4987388,0.5724343
0.46953747,0.5640097,0.4897186,0.5736275
0.4655609,0.56507623,0.48677614,0.5770282
0.46842661,0.5557876,0.49242857,0.56842655
0.46989098,0.57276666,0.48441625,0.58740777
0.4858575,0.57200724,0.5004619,0.59068245
0.48460162,0.56532305,0.50349087,0.5834937
0.4734546,0.5679521,0.5092012,0.5858683
0.46575418,0.57604825,0.5078628,0.592395
0.4504737,0.577131,0.49892148,0.59128696
0.4448785,0.59251,0.48663184,0.60832906
0.43220958,0.5979797,0.48988637,0.6084848
0.436695,0.5919203,0.48553047,0.6031013
0.4352626,0.587249,0.4855721,0.59756625
0.43335244,0.59366447,0.47929358,0.60505784
0.42633942,0.59702927,0.47653365,0.60525316
0.43267718,0.5893242,0.46727896,0.5952664
0.423246,0.5828863,0.46781135,0.58964175
0.4244947,0.584146,0.47228113,0.5908033
0.41569945,0.59260815,0.45508286,0.59801334
0.42109147,0.5850291,0.45446768,0.5889161
0.40960822,0.58360505,0.44865093,0.5831779
0.41382444,0.58555084,0.45646954,0.5861797
0.4207929,0.5891948,0.45670843,0.59339106
0.40798056,0.5904654,0.45475325,0.58862597
0.4138064,0.60299915,0.469974,0.60347086
0.42030445,0.59737146,0.48398128,0.59768385
0.41572353,0.5968969,0.4767338,0.59450924
0.41135764,0.59541196,0.48754779,0.5926832
0.392462,0.5984163,0.47849962,0.5892839
0.387036,0.6016993,0.49137476,0.59054804
0.3911024,0.5966801,0.49909964,0.58564407
0.38587645,0.5914754,0.49931648,0.57937336
0.4021283,0.5881762,0.51542807,0.58106494
0.41138288,0.5861014,0.5261289,0.58422726
0.41401097,0.5903074,0.5346695,0.58751106
0.40078938,0.59530467,0.52057886,0.5905413
0.40515494,0.5885326,0.5115323,0.58786416
0.40690747,0.588103,0.52589184,0.5880828
0.41291198,0.587372,0.5406421,0.5875488
0.41044664,0.5955793,0.54141575,0.5955678
0.42017508,0.6079054,0.54401046,0.6128885
0.42709863,0.6041783,0.54499453,0.6090645
0.42710423,0.5938,0.54680854,0.60332626
0.41539717,0.59024745,0.5459094,0.5968508
0.4097488,0.58732295,0.5425915,0.59428006
0.41211024,0.58388144,0.54281473,0.5903401
0.39614522,0.5855438,0.5341346,0.5891464
0.40092382,0.5881019,0.53093404,0.5935081
0.39815053,0.575575,0.5242823,0.57991916
0.39016497,0.5878328,0.51488346,0.5896531
0.3794938,0.5899116,0.5092396,0.5856214
0.38632938,0.5817023,0.5185874,0.58195937
0.38935044,0.5771859,0.51910925,0.57767326
0.39251554,0.5767858,0.5026185,0.57739335
0.38681772,0.5867274,0.4849051,0.5863156
0.39795652,0.5823131,0.49284756,0.5844968
0.39564642,0.58234537,0.49645546,0.582382
0.3707066,0.57963085,0.49585542,0.5721453
0.39164254,0.56717664,0.48214087,0.56784123
0.40527642,0.5629199,0.490489,0.5680594
0.39358088,0.56876,0.49419978,0.5712353
0.3968492,0.5659633,0.47617087,0.56948406
0.40343633,0.56206006,0.46265522,0.56510174
0.406503,0.5571059,0.45120057,0.560938
0.3936757,0.54536,0.45241034,0.5443539
0.40894172,0.54120415,0.4521993,0.5448915
0.41165757,0.5476408,0.44981095,0.551447
0.42419192,0.55520886,0.43922678,0.56284374
0.43022165,0.5536254,0.4523032,0.5593162
0.4382887,0.55332255,0.43986192,0.5617513
0.44757727,0.5530458,0.445465,0.5639984
0.4558601,0.55368096,0.4502498,0.5660975
0.44982865,0.5599436,0.45037735,0.56833774
0.46292958,0.5424919,0.4543583,0.5541381
0.4777616,0.5425572,0.46454546,0.55746037
0.4846135,0.54179657,0.45149824,0.5559534
0.47880173,0.5379994,0.44653234,0.5504786
0.47258508,0.5473016,0.4598699,0.5586042
0.48872247,0.543815,0.48806834,0.5578675
0.47428164,0.5546308,0.4919927,0.564275
0.4701369,0.5485606,0.48843804,0.55720526
0.48985875,0.5374935,0.5010366,0.54983383
0.48329672,0.54542726,0.51268923,0.55574626
0.4878823,0.5360188,0.51277524,0.54709494
0.48841283,0.53608197,0.51915675,0.5480364
0.48948,0.53730756,0.5226429,0.5502962
0.47610092,0.54556996,0.51578176,0.55690306
0.48415282,0.5507271,0.5167437,0.56576574
0.48703912,0.55107033,0.5176974,0.56633484
0.47498807,0.54613304,0.5061329,0.5613458
0.47861013,0.5523403,0.5123574,0.5703304
0.46858597,0.5438666,0.50385296,0.56126404
0.4626217,0.5388196,0.48391065,0.55342203
0.45225903,0.5322685,0.47767022,0.5410118
0.45589384,0.5352989,0.4911026,0.54968375
0.4501754,0.5334442,0.48764646,0.54514873
0.45213488,0.5262196,0.48266563,0.5382758
0.4554976,0.5341176,0.49641815,0.5471035
0.44393408,0.5333287,0.49924144,0.5447302
0.43318784,0.52867085,0.49083495,0.5368909
0.4334918,0.5353764,0.5010728,0.5447172
0.43442976,0.5343819,0.49075696,0.5476045
0.42526987,0.5435048,0.47981668,0.55144316
0.4264891,0.5439245,0.47049198,0.54889977
0.42665914,0.5494552,0.47888732,0.5531668
0.42183852,0.5411023,0.46519995,0.5421601
0.41562667,0.54970986,0.4635884,0.5505169
0.40509942,0.5601067,0.4674821,0.5576461
0.40704396,0.562951,0.45286858,0.5619245
0.3985611,0.5702449,0.44752565,0.5676442
0.3963705,0.57619065,0.45240477,0.5735466
0.38784948,0.5764944,0.4653629,0.57300925
0.38691747,0.57982415,0.46532443,0.57577395
0.40908182,0.57936764,0.4839089,0.57991236
0.40293595,0.575208,0.47490177,0.5738857
0.4174448,0.57211304,0.498965,0.5737079
0.43200466,0.56957954,0.51328754,0.5753553
0.4280161,0.5668624,0.5167572,0.5752906
0.43387094,0.5623689,0.504927,0.5708179
0.4252709,0.5726119,0.5122395,0.57760006
0.39928293,0.5985419,0.5060143,0.59690964
0.395802,0.598319,0.5034782,0.5935298
0.39235315,0.591038,0.5075703,0.5823553
0.398206,0.59744793,0.517626,0.5933028
0.39500692,0.59294367,0.5088294,0.58800256
0.4111677,0.5803661,0.51174444,0.5806251
0.42243847,0.5748307,0.5156916,0.57842565
0.4255129,0.564718,0.53123224,0.5668921
0.41895485,0.56484526,0.5122852,0.5670281
0.40969208,0.57081634,0.5178697,0.5724289
0.41131425,0.56339663,0.51163703,0.5675932
0.41380438,0.5629115,0.51445293,0.56860024
0.4059991,0.5603418,0.5046827,0.56696504
0.4155085,0.5533027,0.5145746,0.56296426
0.4253743,0.5485379,0.50943106,0.5608525
0.42722997,0.55027074,0.48921213,0.56262267
0.4237001,0.54322225,0.48260286,0.5531027
0.4052821,0.538464,0.4861429,0.5421651
0.41602528,0.53763646,0.47968933,0.54518396
0.41000223,0.532916,0.47347865,0.535864
0.4004188,0.5379605,0.46584138,0.53806454
0.39974943,0.54809815,0.46786228,0.54767483
0.38291144,0.55230194,0.46572188,0.54797125
0.39155582,0.5375067,0.45827055,0.5369454
0.40499914,0.5161918,0.44906822,0.52081937
0.40863636,0.51711255,0.4471717,0.52246743
0.42239144,0.5189374,0.4497063,0.52478856
0.42071876,0.51237005,0.44595763,0.51715785
0.4302231,0.5173988,0.46247372,0.52404565
0.42582655,0.5142324,0.47439656,0.517844
0.4211663,0.51145214,0.47078058,0.51439434
0.4256321,0.5099855,0.45906913,0.51303273
0.43139365,0.50271386,0.45756257,0.5082951
0.4367515,0.497504,0.45936802,0.5045587
0.4350458,0.50286084,0.46077958,0.5103491
0.42670763,0.5047354,0.46598625,0.50974727
0.43026236,0.49888656,0.46479127,0.5072088
0.4239539,0.49875498,0.45875403,0.5050699
0.4310422,0.48698112,0.4672698,0.49511015
0.42842188,0.48133847,0.46787763,0.4903327
0.42980722,0.5016039,0.46499574,0.51165587
0.43752384,0.5070147,0.45320487,0.51773304
0.43958303,0.512662,0.48209825,0.5238674
0.428107,0.5198936,0.47492048,0.52736115
0.42906427,0.5206191,0.46815977,0.53063494
0.4372603,0.5194599,0.4652181,0.531607
0.43249342,0.5121078,0.4568034,0.5219366
0.43871042,0.5154156,0.45466518,0.5272055
0.422817,0.53186816,0.4615517,0.53947884
0.41255918,0.5286778,0.4574809,0.5338629
0.41167215,0.5272939,0.44706082,0.5321967
0.4002196,0.52736515,0.4364873,0.53018314
0.39019123,0.5300454,0.42853245,0.52988267
0.37661764,0.5395718,0.41944703,0.53462744
0.3863652,0.54858416,0.43351558,0.546793
0.38554,0.55604404,0.43787262,0.5522816
0.39211285,0.5593777,0.4479173,0.55687696
0.39026034,0.57001466,0.4395871,0.56705123
0.38898227,0.57248956,0.43919575,0.5693607
0.38543,0.5640116,0.43462703,0.55772156
0.37863183,0.5824149,0.43556377,0.57739204
0.37322488,0.59467363,0.430694,0.5875869
0.37475184,0.5934839,0.4399118,0.5827158
0.38514933,0.5941319,0.4486743,0.5841793
0.39575624,0.5900547,0.4508655,0.58541334
0.40265855,0.58846086,0.45421803,0.5835315
0.39488706,0.5871782,0.44068715,0.5798808
0.39479315,0.59713763,0.44208887,0.58974296
0.40615666,0.5915351,0.44578984,0.5860644
0.41030872,0.5848896,0.45441446,0.580155
0.4061825,0.5984578,0.44976893,0.59113985
0.4080925,0.5998363,0.45550284,0.592068
0.4242369,0.5995966,0.44320548,0.59811467
0.43003508,0.601623,0.43856385,0.60049236
0.43212548,0.60087943,0.4456464,0.60000306
0.43948594,0.5929917,0.45185256,0.5981609
0.43862906,0.5882583,0.45308515,0.5943282
0.45089963,0.5833501,0.45176235,0.59470457
0.43959585,0.5813393,0.44625977,0.5870165
0.43523717,0.58200663,0.44824007,0.58617485
0.4455022,0.57665384,0.45214263,0.5831514
0.45461035,0.56805754,0.46058425,0.57708925
0.46086022,0.5647103,0.47544923,0.57420444
0.46794823,0.5701801,0.4823309,0.5819333
0.4751668,0.56425816,0.4846014,0.57700926
0.48955217,0.557379,0.49179983,0.5723386
0.49514437,0.54562616,0.48601332,0.56133884
0.4984498,0.53299266,0.48344958,0.5505434
0.47532192,0.54128593,0.47913763,0.5548822
0.47219035,0.534586,0.4792138,0.5506365
0.47508982,0.5370761,0.4820859,0.5528675
0.47681698,0.5339349,0.47698367,0.5489008
0.4823794,0.53493947,0.4848697,0.5519659
0.45864472,0.5397805,0.4747951,0.5509005
0.45743117,0.54502225,0.47688293,0.5584166
0.45701692,0.54327893,0.47163045,0.55640984
0.45203122,0.540814,0.47692123,0.5526023
0.4415348,0.5314931,0.4784253,0.54262894
0.44960967,0.53292745,0.4716164,0.54670554
0.45326826,0.54365355,0.45467913,0.5564086
0.45139337,0.5499834,0.45627484,0.56188315
0.44679454,0.5563429,0.45368874,0.5685136
0.4527497,0.5525716,0.45206702,0.56408244
0.45256922,0.5516175,0.44750476,0.56208605
0.45086446,0.56336576,0.45501113,0.57293326
0.4498476,0.5546381,0.46363214,0.56286055
0.4469135,0.54968864,0.4590752,0.5559337
0.43422505,0.55970013,0.44978452,0.5634107
0.4250985,0.56255287,0.45533574,0.5655927
0.417009,0.5654047,0.46542153,0.5674036
0.41659057,0.5761586,0.46129325,0.5778831
0.4140391,0.58273774,0.46571645,0.5826729
0.42626023,0.5872492,0.45786324,0.5907851
0.42160752,0.5952201,0.47392014,0.5962642
0.4159678,0.594458,0.46488318,0.5939252
0.4167086,0.59540933,0.47163415,0.59489053
0.40418267,0.5984954,0.45524213,0.5951121
0.428547,0.5895131,0.47773173,0.5911374
0.43411657,0.58934104,0.47583297,0.5926445
0.436741,0.58921504,0.4853193,0.59328586
0.43759418,0.59951335,0.47933114,0.60370904
0.45612362,0.6008806,0.4815762,0.6096648
0.45181343,0.6013703,0.49837855,0.60778624
0.4325657,0.6030546,0.4964268,0.60895526
0.4405369,0.5959685,0.49960902,0.6051361
0.44081923,0.5951597,0.50958943,0.60459524
0.42983255,0.60741496,0.5056382,0.6140645
0.4213445,0.6064866,0.5077364,0.61194515
0.41696906,0.59843296,0.50168246,0.60192066
0.41588974,0.6000364,0.48955917,0.60440546
0.4191035,0.59055036,0.49082744,0.5950008
0.44649312,0.5762861,0.5000325,0.5899669
0.44029453,0.5754103,0.4988376,0.5859411
0.4317503,0.5801148,0.48606548,0.58762795
0.408612,0.5852617,0.4855521,0.5883381
0.41150343,0.57979447,0.48346686,0.58469135
0.39880005,0.57192016,0.5002144,0.5740177
0.39515826,0.5771188,0.47594908,0.58008856
0.39791048,0.57409877,0.4794838,0.57812965
0.39430472,0.5703277,0.47313055,0.57248944
0.41278103,0.5730856,0.4915339,0.5819205
0.41265678,0.5835264,0.48237708,0.5881422
0.4231437,0.5782102,0.49572936,0.583242
0.41299415,0.5747781,0.47795883,0.57736534
0.4278336,0.55174285,0.48302448,0.5578087
0.4227443,0.554606,0.48504934,0.5590492
0.43341386,0.5467482,0.48721862,0.5505572
0.45495558,0.53173953,0.48716688,0.5431716
0.44750106,0.5447736,0.4847063,0.5542763
0.44343242,0.5476739,0.48019913,0.5553978
0.4548194,0.5328943,0.47767982,0.5437461
0.44218132,0.527989,0.48915163,0.53431517
0.45404103,0.5337362,0.48594642,0.5449901
0.45936194,0.5294391,0.5091221,0.5403508
0.45881605,0.5441248,0.51597697,0.5543123
0.44855908,0.54952425,0.5207171,0.5554971
0.44457677,0.55297595,0.52445596,0.5578012
0.44440523,0.55191875,0.5166454,0.5586155
0.46048328,0.54833347,0.5141045,0.559435
0.46942425,0.5539369,0.5209194,0.56649715
0.49297538,0.5497319,0.52037555,0.5640607
0.49117652,0.54634565,0.5353803,0.5606075
0.4839839,0.55188745,0.5283133,0.5656249
0.47910666,0.5562778,0.52190375,0.57092804
0.4690337,0.54614395,0.5224153,0.5578401
0.46518865,0.5404334,0.51591957,0.55310416
0.4661242,0.54414415,0.5191677,0.55624217
0.46643257,0.5444556,0.53329057,0.55862147
0.47205162,0.56231934,0.5361115,0.57816845
0.4658092,0.5599261,0.53162795,0.5742643
0.46186897,0.5616989,0.52706665,0.57516676
0.45452055,0.57072353,0.5371111,0.5860051
0.4433637,0.56886774,0.5338362,0.5826968
0.4346601,0.5665023,0.5460782,0.57816637
0.42111146,0.5657337,0.54033643,0.5769468
0.43869314,0.5704316,0.52877796,0.5868979
0.43927625,0.5693379,0.5228929,0.58582646
0.44643748,0.574783,0.51137084,0.59137243
0.43618962,0.56650466,0.49071348,0.5786807
0.4216856,0.57511836,0.47839227,0.58527935
0.42094323,0.56503075,0.47300735,0.5741473
0.42661548,0.550862,0.47918618,0.56014025
0.42580223,0.55401224,0.4818199,0.56474304
0.4254228,0.55306476,0.4695352,0.5640361
0.4170908,0.55235785,0.47417918,0.5597902
0.43657526,0.5412867,0.48051238,0.55092496
0.43638602,0.55449826,0.4767475,0.56478006
0.43219712,0.5555472,0.49332872,0.56304246
0.42119834,0.5643825,0.4896922,0.5676697
0.41558698,0.5679817,0.50842273,0.56887
0.41420057,0.5689408,0.5102794,0.56761867
0.4046128,0.57395333,0.49105835,0.57003254
0.4079707,0.57025033,0.48773924,0.56906146
0.4218301,0.5672423,0.49928904,0.5679881
0.40935132,0.5675233,0.49992022,0.56326157
0.42283535,0.553009,0.49905935,0.55303484
0.4204302,0.5473736,0.5057839,0.54644823
0.42734566,0.54854065,0.48900822,0.5502255
0.43819323,0.5565147,0.50070095,0.5610958
0.43229857,0.5603346,0.51288635,0.5637732
0.42005482,0.5563941,0.51639086,0.55869716
0.41308317,0.5463198,0.5199827,0.54906577
0.4197917,0.53046924,0.5332201,0.5382425
0.42579734,0.5290335,0.53371805,0.5404119
0.422756,0.532834,0.53197604,0.5429273
0.41871533,0.5383689,0.52940637,0.54396707
0.41721776,0.533086,0.52222097,0.53868353
0.40300992,0.5293712,0.52914935,0.5246452
0.40005204,0.5287948,0.5251305,0.5238109
0.3981417,0.5413198,0.5157768,0.5431182
0.4005971,0.532702,0.50518525,0.5369825
0.4044015,0.53240544,0.48233044,0.5381188
0.42518637,0.51663554,0.4813042,0.52649194
0.41319975,0.53014654,0.46532166,0.5372135
0.4216505,0.5192359,0.45190188,0.5284324
0.42027017,0.5275914,0.45814633,0.5371695
0.42128363,0.51474875,0.4683257,0.5228966
0.41598055,0.5252251,0.45614123,0.5321631
0.43052578,0.5376558,0.4668108,0.54585177
0.42661178,0.5423691,0.46383715,0.547834
0.43130133,0.54823077,0.4583077,0.55283004
0.4385593,0.5498053,0.4624867,0.55686903
0.41869083,0.54411113,0.4710356,0.54539967
0.42129108,0.53354704,0.4701128,0.53614926
0.4207684,0.5282722,0.4646695,0.5298957
0.41741288,0.5382468,0.45576063,0.5401438
0.43188342,0.5457376,0.44392225,0.55145895
0.43448117,0.5378917,0.43170393,0.54387116
0.43633768,0.5454928,0.43712533,0.5529354
0.42080286,0.5532883,0.43587592,0.557603
0.41605064,0.5480235,0.44043958,0.5520881
0.42487812,0.54442316,0.4375724,0.55023557
0.42727956,0.5461475,0.4337938,0.55296886
0.42642328,0.53301495,0.43610296,0.54036003
0.4301264,0.53035,0.44407216,0.5386381
0.43471906,0.5393997,0.45630178,0.5501958
0.43136525,0.5488884,0.45756933,0.5571608
0.42921078,0.53640527,0.44996056,0.5429964
0.42613342,0.5412559,0.46162274,0.5486476
0.43723324,0.52748173,0.46743977,0.53576595
0.43838513,0.5452187,0.46191296,0.55186605
0.43545866,0.5386615,0.46228257,0.54431695
0.4254615,0.53439313,0.45840633,0.53850436
0.4184101,0.5410914,0.46214476,0.54274595
0.4194992,0.5427165,0.4385517,0.5451439
0.42903766,0.52732766,0.44680116,0.53224546
0.42828605,0.52241534,0.4263675,0.52495134
0.42622375,0.5259766,0.43206465,0.5288865
0.42239606,0.5350912,0.43728197,0.53777456
0.43064424,0.53128564,0.45579824,0.536843
0.41870424,0.52704567,0.46444705,0.5305577
0.41674843,0.52062505,0.46668983,0.5260154
0.41570386,0.51283103,0.4658521,0.5186295
0.4265639,0.5071532,0.47767413,0.5160215
0.42399058,0.5137835,0.47878912,0.52176327
0.3997208,0.5206794,0.48106703,0.52282304
0.3998114,0.5177053,0.4916258,0.5219899
0.3995739,0.5147008,0.497787,0.5178773
0.39908075,0.5116719,0.49482322,0.5138278
0.39106354,0.5045254,0.5002591,0.5032329
0.3928832,0.49764696,0.5101629,0.49661815
0.40292844,0.5050899,0.51894516,0.50637597
0.3990579,0.5006048,0.5137926,0.5008053
0.39583206,0.50057596,0.52368397,0.49938986
0.3866522,0.49581254,0.527521,0.494921
0.38899758,0.4918644,0.5358916,0.49071217
0.38315547,0.49121276,0.52277666,0.4891622
0.39337203,0.4869382,0.5230276,0.48861864
0.38853893,0.4861363,0.52859217,0.48789975
0.38741353,0.49428996,0.5296521,0.49553224
0.38504803,0.49338093,0.53545564,0.49503157
0.384631,0.49428794,0.5320053,0.4965547
0.38873395,0.5026706,0.5265918,0.50744516
0.37457418,0.5066002,0.53308344,0.5057223
0.3758813,0.5161173,0.5200692,0.5182309
0.37687454,0.5224628,0.5300659,0.5248022
0.36613858,0.5309846,0.51496655,0.5308463
